id,text,label
522,"who are 'they' ? well , they're 'they' . they're the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid . they exist for hushed lines like "" they're back ! "" , "" they're out there ! "" and "" they're coming ! """,0
523,rashomon-for-dipsticks tale .  ,0
524,"if this movie leaves you cool , it also leaves you intriguingly contemplative .      ",1
525,"there's a spontaneity to the chateau , a sense of light-heartedness , that makes it attractive throughout .      ",1
526,"upsetting and thought-provoking , the film has an odd purity that doesn't bring you into the characters so much as it has yo u study t he m .",1
527,"m�s sarc�stica , divertida y demencial que su predecesora , es un buen ejemplo de lo que es el cine de entretenimiento pu ro y sin c om pl ejos .",1
528,"a graceful , moving tribute to the courage of new york's finest and a nicely understated expression of the grief shared b y t he nati on a t their sacrifice .",1
529,"disappointingly , the characters are too strange and dysfunctional , tom included , to ever get under the skin , but this is c ompen sa te d in large part by the off-the-wall dialogue , visual playfulness and the outlandishness of the idea itself .",1
530,"workmanlike , maybe , but still a film with all the elements that made the other three great , scary times at the movies .     ",1
531,"the film never gets over its own investment in conventional arrangements , in terms of love , age , gender , race , and class .  ",0
532,"occasionally funny , sometimes inspiring , often boring .  ",0
533,"throughout , mr . audiard's direction is fluid and quick .      ",1
534,"i found myself liking the film , though in this case one man's treasure could prove to be another man's garbage .      ",1
535,"never lets go your emotions , taking them to surprising highs , sorrowful lows and hidden impulsive niches . . . gorgeous , pa ssion at e , and at times uncommonly moving .",1
536,you may feel compelled to watch the film twice or pick up a book on the subject .      ,1
537,"it's a testament to de niro and director michael caton-jones that by movie's end , we accept the characters and the film , f la ws an d al l .",1
538,"neither the funniest film that eddie murphy nor robert de niro has ever made , showtime is nevertheless efficiently amusi ng fo r a g oo d while . before it collapses into exactly the kind of buddy cop comedy it set out to lampoon , anyway .",1
539,"forgettable , if good-hearted , movie .  ",0
540,"the movie enters a realm where few non-porn films venture , and comes across as darkly funny , energetic , and surprising ly ge ntle .  ",1
541,"a pint-sized 'goodfellas' designed to appeal to the younger set , it's not a very good movie in any objective sense , but it does mostly hold one's interest . ",0
542,a strangely stirring experience that finds warmth in the coldest environment and makes each crumb of emotional comfort fe el li ke a 10 -c ourse banquet .,1
543,"ok arthouse . the power of this script , and the performances that come with it , is that the whole damned thing didn't g et ou r mor al h ackles up .",1
544,". . . an hour-and-a-half of inoffensive , unmemorable filler .  ",0
545,proves mainly that south korean filmmakers can make undemanding action movies with all the alacrity of their hollywood co unt er parts .  ,1
546,"if you like blood , guts and crazy beasts stalking men with guns though . . . you will likely enjoy this monster .      ",1
547,ice cube holds the film together with an engaging and warm performance . . .      ,1
548,"short and sweet , but also more than anything else slight� tadpole pulls back from the consequences of its own actions and revelations .  ",0
549,". . . an unimaginative , nasty , glibly cynical piece of work .  ",0
550,spielberg has managed to marry science fiction with film noir and action flicks with philosophical inquiry .      ,1
551,this is a sincerely crafted picture that deserves to emerge from the traffic jam of holiday movies .      ,1
552,"there is no solace here , no entertainment value , merely a fierce lesson in where filmmaking can take us .      ",1
553,"it has the ability to offend and put off everyone , but it holds you with its outrageousness .      ",1
554,"despite its shortcomings , girls can't swim represents an engaging and intimate first feature by a talented director to w atc h , and i t' s a worthy entry in the french coming-of-age genre .",1
555,. . . a funny yet dark and seedy clash of cultures and generations .      ,1
556,"continually challenges perceptions of guilt and innocence , of good guys and bad , and asks us whether a noble end can ju sti fy evil m ea ns .",1
557,the film is predictable in the reassuring manner of a beautifully sung holiday carol .      ,1
558,"'es en verdad una pena que mandoki est� realizando cintas tan malas desde hace alg�n tiempo , pues talento tiene , pero qui�n sabe d�nde lo tiene es condido . ' ",0
559,you don't have to be an especially tough grader to give a charitable b-minus to the emperor's club .      ,1
560,the scriptwriters are no less a menace to society than the film's characters .  ,0
561,"the script is high on squaddie banter , low on shocks .  ",0
562,"it's traditional moviemaking all the way , but it's done with a lot of careful period attention as well as some very welc ome w it .   ",1
563,it's so badly made on every level that i'm actually having a hard time believing people were paid to make it .  ,0
564,"though overall an overwhelmingly positive portrayal , the film doesn't ignore the more problematic aspects of brown's lif e .     ",1
565,"the people in jessica are so recognizable and true that , as in real life , we're never sure how things will work out .      ",1
566,"compared to his series of spectacular belly flops both on and off the screen , runteldat is something of a triumph .      ",1
567,"director elie chouraqui , who co-wrote the script , catches the chaotic horror of war , but why bother if you're going to subjugate truth to the tea r-jerking deman ds of soap opera ?",0
568,"sharp , lively , funny and ultimately sobering film .      ",1
569,"the enjoyable undercover brother , a zany mix of saturday night live-style parody , '70s blaxploitation films and goofbal l a ct ion c om ed y gone wild , dishes out a ton of laughs that everyone can enjoy .",1
570,an instance of an old dog not only learning but inventing a remarkable new trick .      ,1
571,hard-core slasher aficionados will find things to like . . . but overall the halloween series has lost its edge .  ,0
572,"the format gets used best . . . to capture the dizzying heights achieved by motocross and bmx riders , whose balletic hot dog gi ng oc ca si onally ends in bone-crushing screwups .",1
573,"an earnest , roughshod document , it serves as a workable primer for the region's recent history , and would make a terri fic 1 0th-g ra de learning tool .",1
574,"while its careful pace and seemingly opaque story may not satisfy every moviegoer's appetite , the film's final scene is soa ri ngly , tr ansparently moving .",1
575,richard gere and diane lane put in fine performances as does french actor oliver martinez .      ,1
576,australian actor/director john polson and award-winning english cinematographer giles nuttgens make a terrific effort at dis gu ising t he obvious with energy and innovation .,1
577,"if you saw it on tv , you'd probably turn it off , convinced that you had already seen that movie .  ",0
578,"an overly familiar scenario is made fresh by an intelligent screenplay and gripping performances in this low-budget , vid eo- sh ot , de bu t indie effort .",1
579,"like vardalos and corbett , who play their roles with vibrant charm , the film , directed by joel zwick , is heartfelt an d h il ariou s in ways you can't fake .",1
580,"sets animation back 30 years , musicals back 40 years and judaism back at least 50 .  ",0
581,the story the movie tells is of brian de palma's addiction to the junk-calorie suspense tropes that have all but ruined his career .  ,0
582,an unsuccessful attempt at a movie of ideas .  ,0
583,"lohman adapts to the changes required of her , but the actress and director peter kosminsky never get the audience to bre ak th rough t he wall her character erects",1
584,the script by vincent r . nebrida . . . tries to cram too many ingredients into one small pot .  ,0
585,"when [de palma's] bad , he's really bad , and femme fatale ranks with the worst he has done .  ",0
586,"y tu mam� tambi�n is hilariously , gloriously alive , and quite often hotter than georgia asphalt .      ",1
587,"remember back when thrillers actually thrilled ? when the twist endings were actually surprising ? when the violence actually shocked ? when the her oes were actual ly under 40 ? sadly , as blood work proves , that was a long , long time ago .",0
588,"while puerile men dominate the story , the women shine .      ",1
589,an ambitious and moving but bleak film .      ,1
590,a crass and insulting homage to great films like some like it hot and the john wayne classics .  ,0
591,a rigorously structured and exquisitely filmed drama about a father and son connection that is a brief shooting star of l ove .    ,1
592,"hashiguchi vividly captures the way young japanese live now , chafing against their culture's manic mix of millennial bru squ en ess a nd u ndying , traditional politesse .",1
593,"awesome creatures , breathtaking scenery , and epic battle scenes add up to another 'spectacular spectacle . '      ",1
594,a thought-provoking and often-funny drama about isolation .      ,1
595,"the biggest problem i have ( other than the very sluggish pace ) is we never really see her esther blossom as an actress , even though her talent is supposed to be growing .",0
596,"this is rote spookiness , with nary an original idea ( or role , or edit , or score , or anything , really ) in sight , and the whole of the proceed ings beg the qu estion 'why ? '",0
597,"the chateau has one very funny joke and a few other decent ones , but all it amounts to is a mildly funny , sometimes tedious , ultimately insignifi cant film . ",0
598,one from the heart .      ,1
599,"a work of intricate elegance , literary lyricism and profound common sense .      ",1
600,"oh , it's extreme , all right . extremely dumb . extremely confusing . extremely boring .  ",0
601,"behind the snow games and lovable siberian huskies ( plus one sheep dog ) , the picture hosts a parka-wrapped dose of hea rt .    ",1
602,"the story . . . is inspiring , ironic , and revelatory of just how ridiculous and money-oriented the record industry real ly is . it i s also a testament to the integrity and vision of the band .",1
603,"it's a lovely , eerie film that casts an odd , rapt spell .      ",1
604,"in the end , punch-drunk love is one of those films that i wanted to like much more than i actually did . sometimes , tha t's e nough .  ",1
605,"it's an entertaining movie , and the effects , boosted to the size of a downtown hotel , will all but take you to outer s pac e .   ",1
606,"no worse a film than breaking out , and breaking out was utterly charming .      ",1
607,"the tonal shifts are jolting , and though wen's messages are profound and thoughtfully delivered , more thorough transiti ons w ould ha ve made the film more cohesive .",1
608,"from both a great and a terrible story , mr . nelson has made a film that is an undeniably worthy and devastating experie nce .    ",1
609,. . . this isn't even a movie we can enjoy as mild escapism ; it is one in which fear and frustration are provoked to intolerable levels .  ,0
610,"as a movie , it never seems fresh and vital . it never plays as dramatic even when dramatic things happen to people . it labours as storytelling .  ",0
611,"'pocas veces es posible ver un elenco tan compenetrado con la historia , donde todos y cada uno de los actores ofrecen ac tua ci ones ve rd aderamente memorables . '",1
612,graham greene's novel of colonialism and empire is elevated by michael caine's performance as a weary journalist in a cha ngi ng worl d . ,1
613,the film makes a strong case for the importance of the musicians in creating the motown sound .      ,1
614,"'butterfingered' is the word for the big-fisted direction of jez butterworth , who manages to blast even the smallest sensitivities from the romance with his clamo rous approach .",0
615,the difference between cho and most comics is that her confidence in her material is merited .      ,1
616,one of the best movies of the year .      ,1
617,""" mr . deeds "" is suitable summer entertainment that offers escapism without requiring a great deal of thought .      ",1
618,"here , adrian lyne comes as close to profundity as he is likely to get .      ",1
619,eerily accurate depiction of depression .      ,1
620,reign of fire just might go down as one of the all-time great apocalypse movies .      ,1
621,"tunney , brimming with coltish , neurotic energy , holds the screen like a true star .      ",1
622,less a heartfelt appeal for the handicapped than a nice belgian waffle .  ,0
623,the problem is that the movie has no idea of it is serious or not .  ,0
624,"often demented in a good way , but it is an uneven film for the most part .      ",1
625,ear-splitting exercise in formula crash-and-bash action .  ,0
626,"there are some fairly unsettling scenes , but they never succeed in really rattling the viewer .  ",0
627,bennett's dramatization of her personal descent into post-breakup perdition has a morbid appeal that's tough to shake .      ,1
628,"as gory as the scenes of torture and self-mutilation may be , they are pitted against shimmering cinematography that lend s t he sett in g the ethereal beauty of an asian landscape painting .",1
629,nair doesn't treat the issues lightly . she allows each character to confront their problems openly and honestly .      ,1
630,it's neither as romantic nor as thrilling as it should be . but it offers plenty to ponder and chew on as its unusual rel ati on ship sl ow ly unfolds .,1
631,japanese director shohei imamura's latest film is an odd but ultimately satisfying blend of the sophomoric and the sublim e .     ,1
632,the plot twists give i am trying to break your heart an attraction it desperately needed .      ,1
633,"a depressingly retrograde , 'post-feminist' romantic comedy that takes an astonishingly condescending attitude toward women .  ",0
634,the talk-heavy film plays like one of robert altman's lesser works .  ,0
635,"while super troopers is above academy standards , its quintet of writers could still use some more schooling .  ",0
636,"a mess , but it's a sincere mess .      ",1
637,like mike isn't interested in recycling old cliches . it wants to tweak them with a taste of tangy new humor .      ,1
638,a clich�d and shallow cautionary tale about the hard-partying lives of gay men .  ,0
639,. . . a hollow joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it .  ,0
640,the kind of spectacularly misconceived enterprise that only a sophisticated cinephile could have perpetrated .  ,0
641,a quietly reflective and melancholy new zealand film about an eventful summer in a 13-year-old girl's life .      ,1
642,"hey , at least the title of this film lets you know exactly where it's heading .  ",0
643,"sheridan is painfully bad , a fourth-rate jim carrey who doesn't understand the difference between dumb fun and just plain dumb .  ",0
644,the film is bright and flashy in all the right ways .      ,1
645,"at times , the suspense is palpable , but by the end there's a sense that the crux of the mystery hinges on a technicality that strains credulity an d leaves the vi ewer haunted by the waste of potential .",0
646,i couldn't recommend this film more .      ,1
647,"some body will take you places you haven't been , and also places you have .      ",1
648,"you're not merely watching history , you're engulfed by it .      ",1
649,the irwins' scenes are fascinating ; the movie as a whole is cheap junk and an insult to their death-defying efforts .  ,0
650,harland williams is so funny in drag he should consider permanent sex-reassignment .  ,0
651,"if it's another regurgitated action movie you're after , there's no better film than half past dead .  ",0
652,possibly not since grumpy old men have i heard a film so solidly connect with one demographic while striking out with another .  ,0
653,"as spent screen series go , star trek : nemesis is even more suggestive of a 65th class reunion mixer where only eight surviving members show up -- and there's not hing to drink .",0
654,"britney spears' phoniness is nothing compared to the movie's contrived , lame screenplay and listless direction .  ",0
655,"highly recommended viewing for its courage , ideas , technical proficiency and great acting .      ",1
656,"what's next ? rob schneider , dana carvey and sarah michelle gellar in the philadelphia story ? david spade as citizen kane ?  ",0
657,ranges from laugh-out-loud hilarious to wonder-what- time-it-is tedious .      ,1
658,"the artwork is spectacular and unlike most animaton from japan , the characters move with grace and panache .      ",1
659,"with rare birds , as with the shipping news before it , an attempt is made to transplant a hollywood star into newfoundland's wild soil -- and the r ock once again resists the intrusion .",0
660,a tv style murder mystery with a few big screen moments ( including one that seems to be made for a different film altogether ) .  ,0
661,"harris commands the screen , using his frailty to suggest the ravages of a life of corruption and ruthlessness .      ",1
662,"like its script , which nurses plot holes gaping enough to pilot an entire olympic swim team through , the characters in swimfan seem motivated by n othing short of dull , brain-deadening hangover .",0
663,eight legged freaks falls flat as a spoof .  ,0
664,crush is so warm and fuzzy you might be able to forgive its mean-spirited second half .      ,1
665,"beautifully shot against the frozen winter landscapes of grenoble and geneva , the film unfolds with all the mounting ten sio n of an e xp ert thriller , until the tragedy beneath it all gradually reveals itself .",1
666,"[taylor] takes us on a ride that's consistently surprising , easy to watch -- but , oh , so dumb .  ",0
667,"sparkling , often hilarious romantic jealousy comedy . . . attal looks so much like a young robert deniro that it seems t he fi lm sh ou ld instead be called 'my husband is travis bickle' .",1
668,"the whole cast looks to be having so much fun with the slapstick antics and silly street patois , tossing around obscure exp re ssion s li ke bellini and mullinski , that the compact 86 minutes breezes by .",1
669,jacquot's strategy allows his cast the benefit of being able to give full performances . . . while demonstrating vividly tha t the b ea ut y and power of the opera reside primarily in the music itself .,1
670,'alice's adventure through the looking glass and into zombie-land' is filled with strange and wonderful creatures .      ,1
671,"the plot has a number of holes , and at times it's simply baffling .  ",0
672,"a era do gelo diverte , mas n�o convence . � um passatempo descompromissado � e s� .  ",0
673,plays like a volatile and overlong w magazine fashion spread .  ,0
674,the story . . . is moldy and obvious .  ,0
675,"those who love cinema paradiso will find the new scenes interesting , but few will find the movie improved .      ",1
676,the most compelling performance of the year adds substantial depth to this shocking testament to anti-semitism and neo-fa sci sm .   ,1
677,"authentic , and at times endearing , humorous , spooky , educational , but at other times as bland as a block of snow .  ",0
678,it's a bad action movie because there's no rooting interest and the spectacle is grotesque and boring .  ,0
679,most of crush is a clever and captivating romantic comedy with a welcome pinch of tartness .      ,1
680,#NAME?,1
681,"romantic comedy and dogme 95 filmmaking may seem odd bedfellows , but they turn out to be delightfully compatible here .      ",1
682,"despite the 2-d animation , the wild thornberrys movie makes for a surprisingly cinematic experience .      ",1
683,"the explosion essentially ruined -- or , rather , overpowered -- the fiction of the movie for me .  ",0
684,compellingly watchable .      ,1
685,it's a work by an artist so in control of both his medium and his message that he can improvise like a jazzman .      ,1
686,"having had the good sense to cast actors who are , generally speaking , adored by the movie-going public , khouri then ge ts te rrifi c pe rformances from them all .",1
687,does little to elaborate the conceit of setting this blood-soaked tragedy of murderous ambition in the era of richard nixon .  ,0
688,"the film's hackneyed message is not helped by the thin characterizations , nonexistent plot and pretentious visual style .  ",0
689,there is not an ounce of honesty in the entire production .  ,0
690,"the genius of the work speaks volumes , offering up a hallucinatory dreamscape that frustrates and captivates .      ",1
691,"when compared to the usual , more somber festival entries , davis' highly personal brand of romantic comedy is a tart , s mar t breat h of fresh air that stands out from the pack even if the picture itself is somewhat problematic .",1
692,"though there's a clarity of purpose and even-handedness to the film's direction , the drama feels rigged and sluggish .  ",0
693,"hailed as a clever exercise in neo-hitchcockianism , this clever and very satisfying picture is more accurately chabrolia n .     ",1
694,"an often watchable , though goofy and lurid , blast of a costume drama set in the late 15th century .      ",1
695,a worthy tribute to a great humanitarian and her vibrant 'co-stars . '      ,1
696,"uses sharp humor and insight into human nature to examine class conflict , adolescent yearning , the roots of friendship and s exual i de ntity .",1
697,diane lane works nothing short of a minor miracle in unfaithful .      ,1
698,"twohy's a good yarn-spinner , and ultimately the story compels .      ",1
699,george lucas returns as a visionary with a tale full of nuance and character dimension .      ,1
700,"as antonia is assimilated into this newfangled community , the film settles in and becomes compulsively watchable in a gu ilt y- pleas ur e , daytime-drama sort of fashion .",1
701,"the only camouflage carvey should now be considering is a paper bag to wear over his head when he goes out into public , to avoid being recognized a s the man who b ilked unsuspecting moviegoers .",0
702,. . . understands that a generation defines its music as much as the music defines a generation .      ,1
703,"like so many other allegedly scary movies , it gets so tangled up in the twist that it chokes the energy right out of the very audience it seeks to frighten . ",0
704,"'pocas ideas interesantes , un final pseudo m�stico que no corresponde al tono general del filme y que deja una sensaci�n de inconformidad que hace pensar m�s de u na vez si vale la pena ir a la taquilla y reclamar el precio del boleto . '",0
705,the plot convolutions ultimately add up to nothing more than jerking the audience's chain .  ,0
706,"[the film] tackles the topic of relationships in such a straightforward , emotionally honest manner that by the end , it' s i mp ossib le t o ascertain whether the film is , at its core , deeply pessimistic or quietly hopeful .",1
707,merci pour le movie .      ,1
708,"beautifully crafted , engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twis ty ya rn th at w ill keep them guessing .",1
709,ms . hutchins is talented enough and charismatic enough to make us care about zelda's ultimate fate .      ,1
710,intriguing documentary which is emotionally diluted by focusing on the story's least interesting subject .  ,0
711,"dull , lifeless , and amateurishly assembled .  ",0
712,you've already seen heartbreak if you've watched the far superior nurse betty or sunset boulevard . even the unwatchable soapdish is more original .  ,0
713,"largely , this is a movie that also does it by the numbers .  ",0
714,the story is bogus and its characters tissue-thin .  ,0
715,has its share of arresting images .      ,1
716,"the plot's clearly mythic structure may owe more to disney's strong sense of formula than to the original story . but while the highly predictable n arrative falls short , treasure planet is truly gorgeous to behold .",0
717,what's next ? the porky's revenge : ultimate edition ?  ,0
718,nothing short of a masterpiece -- and a challenging one .      ,1
719,"a non-britney person might survive a screening with little harm done , except maybe for the last 15 minutes , which are as maudlin as any after-scho ol special you can imagine .",0
720,"visits spy-movie territory like a novel you can't put down , examines a footnote to history seldom brought to light on th e s cr een , a nd keeps you guessing from first frame to last .",1
721,"maybe it is formula filmmaking , but there's nothing wrong with that if the film is well-crafted and this one is .      ",1
722,"family portrait of need , neurosis and nervy negativity is a rare treat that shows the promise of digital filmmaking .      ",1
723,"the story of trouble every day . . . is so sketchy it amounts to little more than preliminary notes for a science-fiction horror film , and the movi e's fragmentary narrative style makes piecing the story together frustrating difficult .",0
724,"viewed on its own terms , treasure planet is better-than-average family entertainment , but true fans of the stevenson's nov el will l ik ely prefer disney's more faithful 1950 live-action swashbuckling classic .",1
725,"most new movies have a bright sheen . some , like ballistic , arrive stillborn . . . looking like the beaten , well-worn video box cover of seven ye ars into the fu ture .",0
726,"it turns out to be a cut above the norm , thanks to some clever writing and sprightly acting .      ",1
727,"broomfield's style of journalism is hardly journalism at all , and even those with an avid interest in the subject will grow impatient .  ",0
728,"as with so many merchandised-to-the-max movies of this type , more time appears to have gone into recruiting the right bands for the playlist and th e costuming of the stars than into the script , which has a handful of smart jokes and not much else .",0
729,"smart , funny and just honest enough to provide the pleasures of a slightly naughty , just-above-average off- broadway pl ay .    ",1
730,"ritchie's treatment of the class reversal is majorly ham-fisted , from the repetitive manifestos that keep getting thrown in people's faces to the f act amber is su ch a joke .",0
731,"when the plot kicks in , the film loses credibility .  ",0
732,epps has neither the charisma nor the natural affability that has made tucker a star .  ,0
733,does point the way for adventurous indian filmmakers toward a crossover into nonethnic markets .      ,1
734,"viewers of "" the ring "" are more likely to remember the haunting images than the plot holes .      ",1
735,a delightful entree in the tradition of food movies .      ,1
736,turns a potentially interesting idea into an excruciating film school experience that plays better only for the film's publicists or for people who take as many dr ugs as the film's characters,0
737,"its scenes and sensibility are all more than familiar , but it exudes a kind of nostalgic spy-movie charm and , at the sa me ti me , is s o fresh and free of the usual thriller nonsense that it all seems to be happening for the first time .",1
738,what kids will discover is a new collectible . what parents will suspect is that they're watching a 76-minute commercial .  ,0
739,"leaping from one arresting image to another , songs from the second floor has all the enjoyable randomness of a very live ly dr eam a nd s o manages to be compelling , amusing and unsettling at the same time .",1
740,a heroic tale of persistence that is sure to win viewers' hearts .      ,1
741,"the parts are better than the whole ( bizarre , funny , tragic - like love in new york ) .  ",0
742,the movie is one of the best examples of artful large format filmmaking you are likely to see anytime soon .      ,1
743,"expect to be reminded of other , better films , especially seven , which director william malone slavishly copies .  ",0
744,"once one experiences mr . haneke's own sadistic tendencies toward his audience , one is left with a sour taste in one's mouth , and little else .  ",0
745,"really is a pan-american movie , with moments of genuine insight into the urban heart .      ",1
746,a sensitive and astute first feature by anne-sophie birot .      ,1
747,"once ice-t sticks his mug in the window of the couple's bmw and begins haranguing the wife in bad stage dialogue , all credibility flies out the win dow . ",0
748,"one of the smarter offerings the horror genre has produced in recent memory , even if it's far tamer than advertised .      ",1
749,"a ragbag of promising ideas and failed narrative , of good acting and plain old bad filmmaking .  ",0
750,"like kissing jessica stein , amy's orgasm has a key strength in its willingness to explore its principal characters with hon es ty , in si ght and humor .",1
751,"what the film lacks in general focus it makes up for in compassion , as corcuera manages to find the seeds of hope in the fo rm of c ol le ctive action .",1
752,even legends like alfred hitchcock and john huston occasionally directed trifles . . . so it's no surprise to see a world-class filmmaker like zhang yimou behind t he camera for a yarn that's ultimately rather inconsequential .,0
753,the script becomes lifeless and falls apart like a cheap lawn chair .  ,0
754,"keenly observed and refreshingly natural , swimming gets the details right , from its promenade of barely clad bodies in myr tl e bea ch , s . c . , to the adrenaline jolt of a sudden lunch rush at the diner .",1
755,at its best early on as it plays the culture clashes between the brothers .      ,1
756,"a fast , funny , highly enjoyable movie .      ",1
757,"if the film's vision of sport as a secular religion is a bit cloying , its through-line of family and community is hearte nin g in th e sa me way that each season marks a new start .",1
758,this often-hilarious farce manages to generate the belly laughs of lowbrow comedy without sacrificing its high-minded app eal .    ,1
759,crikey indeed .  ,0
760,"a dark , quirky road movie that constantly defies expectation .      ",1
761,"nair and writer laura cahill dare to build a movie around some flawed but rather unexceptional women , emerging with a fi ne ch aract er s tudy that's short on plot but rich in the tiny revelations of real life .",1
762,"i kept thinking over and over again , 'i should be enjoying this . ' but i wasn't .  ",0
763,"while not quite a comedy , the film tackles its relatively serious subject with an open mind and considerable good cheer , a nd is n ev er less than engaging .",1
764,"we get an image of big papa spanning history , rather than suspending it .      ",1
765,stiff and schmaltzy and clumsily directed .  ,0
766,"return to never land is much more p . c . than the original version ( no more racist portraits of indians , for instance ) , but the excitement is m issing . ",0
767,a very capable nailbiter .      ,1
768,has something to say . . . but it is a statement and issue worthy of a much more thoughtfulness and insight than a melodramatic and wholly predictab le thriller . ,0
769,"here the love scenes all end in someone screaming . maybe there's a metaphor here , but figuring it out wouldn't make trouble every day any better .  ",0
770,"stealing harvard doesn't care about cleverness , wit or any other kind of intelligent humor .  ",0
771,a funny film .      ,1
772,two badly interlocked stories drowned by all too clever complexity .  ,0
773,a moving and not infrequently breathtaking film .      ,1
774,an estrogen opera so intensely feminine that it serves as the antidote ( and cannier doppelganger ) to diesel's xxx flex- a-t ho n .   ,1
775,"the search for redemption makes for a touching love story , mainly because blanchett and ribisi compellingly tap into a s pir it ual a sp ec t of their characters' suffering .",1
776,woody allen can write and deliver a one liner as well as anybody . but i had a lot of problems with this movie .  ,0
777,"the story wraps back around on itself in the kind of elegant symmetry that's rare in film today , but be warned : it's a slo w slog to g et there .",1
778,"bennett's naturalistic performance speaks volumes more truth than any 'reality' show , and anybody contemplating their ow n d ra stic li fe changes should watch some body first .",1
779,the most consistently funny of the austin powers films .      ,1
780,"american chai encourages rueful laughter at stereotypes only an indian-american would recognize . and the lesson , in the end , is nothing new .  ",0
781,"although mainstream american movies tend to exploit the familiar , every once in a while a film arrives from the margin t hat g ives vi ew ers a chance to learn , to grow , to travel .",1
782,"brown's saga , like many before his , makes for snappy prose but a stumblebum of a movie .  ",0
783,"expanded to 65 minutes for theatrical release , it still feels somewhat unfinished .  ",0
784,this franchise has not spawned a single good film . the crap continues .  ,0
785,"for something as splendid-looking as this particular film , the viewer expects something special but instead gets [sci-fi] rehash .  ",0
786,a coming-of-age movie that hollywood wouldn't have the guts to make .      ,1
787,"one of the best examples of how to treat a subject , you're not fully aware is being examined , much like a photo of your sel f you d id n' t know was being taken .",1
788,the thought of watching this film with an audience full of teenagers fixating on its body humour and reinforcement of stereotypes ( of which they'll get plenty ) f ills me with revulsion .,0
789,warm and exotic .      ,1
790,"even with all its botches , enigma offers all the pleasure of a handsome and well-made entertainment .      ",1
791,"an engrossing story that combines psychological drama , sociological reflection , and high-octane thriller .      ",1
792,"at three hours and with very little story or character development , there is plenty of room for editing , and a much shorter cut surely would have resulted in a s moother , more focused narrative without sacrificing any of the cultural intrigue .",0
793,"despite its raucous intent , xxx is as conventional as a nike ad and as rebellious as spring break .  ",0
794,steadfastly uncinematic but powerfully dramatic .      ,1
795,""" . . . something appears to have been lost in the translation this time . the importance of being earnest movie seems t o b e missi ng a great deal of the acerbic repartee of the play . """,1
796,"made to be jaglomized is the cannes film festival , the annual riviera spree of flesh , buzz , blab and money . the charm ing r esult i s festival in cannes .",1
797,"an acceptable way to pass a little over an hour with moviegoers ages 8-10 , but it's unlikely to inspire anything more than a visit to mcdonald's , let alone some savvy street activism .",0
798,a gripping drama .      ,1
799,"in the new guy , even the bull gets recycled .  ",0
800,""" juwanna mann ? "" no thanks . wewannour money back , actually .  ",0
801,one just waits grimly for the next shock without developing much attachment to the characters .  ,0
802,". . . [the film] works , due mostly to the tongue-in-cheek attitude of the screenplay .      ",1
803,"julie davis is the kathie lee gifford of film directors , sadly proving once again ego doesn't always go hand in hand with talent .  ",0
804,"if this movie belonged to a sorority , it would be called beta alpha delta .  ",0
805,the result is something quite fresh and delightful .      ,1
806,the backyard battles you staged with your green plastic army men were more exciting and almost certainly made more sense .  ,0
807,this is an action movie with an action icon who's been all but decommissioned .  ,0
808,"an even more predictable , cliche-ridden endeavor than its predecessor .  ",0
809,it's lazy for a movie to avoid solving one problem by trying to distract us with the solution to another .  ,0
810,a flawed film but an admirable one that tries to immerse us in a world of artistic abandon and political madness and very ne ar ly su cc ee ds .,1
811,brilliantly explores the conflict between following one's heart and following the demands of tradition .      ,1
812,"the trouble is , its filmmakers run out of clever ideas and visual gags about halfway through .  ",0
813,norton holds the film together .      ,1
814,'like a child with an important message to tell . . . [skins'] faults are easy to forgive because the intentions are loft y . '    ,1
815,"the values that have held the enterprise crew together through previous adventures and perils do so again-courage , self- sac ri fice an d patience under pressure .",1
816,"somewhere in the middle , the film compels , as demme experiments he harvests a few movie moment gems , but the field of roughage dominates .  ",0
817,candid and comfortable ; a film that deftly balances action and reflection as it lets you grasp and feel the passion othe rs ha ve fo r th eir work .,1
818,"supposedly , pokemon can't be killed , but pokemon 4ever practically assures that the pocket monster movie franchise is nearly ready to keel over .  ",0
819,"there's a scientific law to be discerned here that producers would be well to heed : mediocre movies start to drag as soon as the action speeds up ; when the explo sions start , they fall to pieces .",0
820,this is the best american movie about troubled teens since 1998's whatever .      ,1
821,for all its serious sense of purpose . . . [it] finds a way to lay bare the tragedies of its setting with a good deal of war mt h and h um or .,1
822,more tiring than anything .  ,0
823,"although the film boils down to a lightweight story about matchmaking , the characters make italian for beginners worth t he jo urney   ",1
824,"an uncluttered , resonant gem that relays its universal points without lectures or confrontations .      ",1
825,this story of unrequited love doesn't sustain interest beyond the first half-hour .  ,0
826,"theological matters aside , the movie is so clumsily sentimental and ineptly directed it may leave you speaking in tongues .  ",0
827,"there is little question that this is a serious work by an important director who has something new to say about how , in th e flip- fl op of courtship , we often reel in when we should be playing out .",1
828,the all-french cast is marveilleux .      ,1
829,you live the mood rather than savour the story .      ,1
830,thoroughly enjoyable .      ,1
831,no reason for anyone to invest their hard-earned bucks into a movie which obviously didn't invest much into itself either .  ,0
832,intimate and panoramic .      ,1
833,a lively and engaging examination of how similar obsessions can dominate a family .      ,1
